"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num County total","num County rptg","over votes","under votes"
519,"District Judge, 46th Judicial District, 2nd Division","Shan F. EMBRY","",14992,100.00,52575,24774,3,3,"0","0"
520,"District Judge, 47th Judicial District","Kevin Russell MULLINS","",5317,100.00,16435,7925,1,1,"0","0"
521,"District Judge, 48th Judicial District, 1st Division","Kathy R. MANGEOT","",13333,100.00,35422,19973,1,1,"0","0"
522,"District Judge, 48th Judicial District, 2nd Division","Chris OLDS","",13333,100.00,35422,19973,1,1,"0","0"
523,"District Judge, 49th Judicial District","Martha Blair HARRISON","",7279,100.00,12866,11627,2,2,"0","0"
524,"District Judge, 50th Judicial District","Jeff L. DOTSON","",10430,100.00,37696,17740,2,2,"0","0"
525,"District Judge, 51st Judicial District, 1st Division","Rob WIEDERSTEIN","",9588,100.00,32891,14065,1,1,"0","0"
526,"District Judge, 51st Judicial District, 2nd Division","Charles R. McCOLLOM III.","",9440,100.00,32891,14065,1,1,"0","0"
527,"District Judge, 52nd Judicial District","Deborah Hawkins CROOKS","",8167,100.00,24533,13277,1,1,"0","0"
528,"District Judge, 53rd Judicial District, 1st Division","J. R. RoBARDS","",17370,100.00,59506,31762,3,3,"0","0"
529,"District Judge, 53rd Judicial District, 2nd Division","Donna DUTTON","",17204,73.14,59506,31762,3,3,"0","0"
530,"District Judge, 53rd Judicial District, 2nd Division","Emily FARRAR-CROCKETT","",6319,26.86,59506,31762,3,3,"0","0"
531,"District Judge, 54th Judicial District, 1st Division","Jeff S. SMITH","",23376,100.00,97874,37216,2,2,"0","0"
532,"District Judge, 54th Judicial District, 2nd Division","Charles T. MOORE","",23753,100.00,97874,37216,2,2,"0","0"
533,"District Judge, 55th Judicial District, 1st Division","Rebecca S. WARD","",15013,100.00,55370,24619,1,1,"0","0"
534,"District Judge, 55th Judicial District, 2nd Division","Jennifer E. PORTER","",15363,100.00,55370,24619,1,1,"0","0"
535,"District Judge, 56th Judicial District, 1st Division","James R. REDD III.","",12360,100.00,34894,18095,4,4,"0","0"
536,"District Judge, 56th Judicial District, 2nd Division","Jill CLARK","",11260,100.00,34894,18095,4,4,"0","0"
537,"District Judge, 57th Judicial District","John S. "Jack" KELLEY V.","",9934,100.00,31220,15141,1,1,"0","0"
538,"District Judge, 58th Judicial District","Jack M. TELLE","",9147,100.00,24387,13463,1,1,"0","0"
539,"District Judge, 59th Judicial District","Keith MYERS","",4085,100.00,10255,5886,2,2,"0","0"
540,"District Judge, 60th Judicial District","Stephen Howard POINDEXTER","",2297,30.07,13907,8124,2,2,"0","0"
541,"District Judge, 60th Judicial District","Kristi CASTILLO","",5342,69.93,13907,8124,2,2,"0","0"
